,Instrument,Ultimate Parent Percent of Shares Out Held,Date,Investor Perm Id,Country of Headquarters
3370,DTCJ.J,3.0361,2002-12-27T00:00:00Z,,
3371,DTCJ.J,0.886,2002-12-27T00:00:00Z,48471689858,
3372,DTCJ.J,0.3285,2002-12-31T00:00:00Z,4298409344,
3373,DTCJ.J,0.1336,2002-12-31T00:00:00Z,,
3374,DTCJ.J,0.0688,2002-12-31T00:00:00Z,,
3375,DTCJ.J,0.0373,2002-12-31T00:00:00Z,5000064072,
3376,DTCJ.J,0.0196,2002-12-31T00:00:00Z,,
3377,DTCJ.J,0.0042,2002-12-31T00:00:00Z,,
3378,DTCJ.J,0.0033,2002-12-31T00:00:00Z,5000749182,
3379,DTCJ.J,0.0,2001-09-30T00:00:00Z,34415923066,
3380,DTCJ.J,0.0,2001-09-30T00:00:00Z,5000854298,
3381,DTCJ.J,0.0,2001-12-31T00:00:00Z,5052145148,
3382,DTCJ.J,0.0,2002-06-28T00:00:00Z,5055410061,
3383,DTCJ.J,0.0,2001-07-31T00:00:00Z,4297636693,
3384,DTCJ.J,0.0,2002-12-29T00:00:00Z,5055409115,
3385,DTCJ.J,0.0,2001-12-31T00:00:00Z,4297902883,
3386,DTCJ.J,0.0,2002-09-30T00:00:00Z,5001445949,
3387,DTCJ.J,0.0,2002-09-30T00:00:00Z,5000313307,
3388,DTCJ.J,0.0,2002-12-31T00:00:00Z,,
3389,DTCJ.J,0.0,2002-12-29T00:00:00Z,4298459126,
3390,DTCJ.J,0.0,2001-12-31T00:00:00Z,,
3391,DTCJ.J,0.0,2001-06-30T00:00:00Z,5000001140,
3392,DTCJ.J,0.0,2002-12-29T00:00:00Z,,
3393,DTCJ.J,0.0,2001-03-31T00:00:00Z,5000025620,
3394,DTCJ.J,0.0,2001-12-31T00:00:00Z,5000051932,
3395,DTCJ.J,,,,
3396,DTCJ.J,,,,
3397,DTCJ.J,,,,
3398,DTCJ.J,,,,
3399,DTCJ.J,,,,
3400,DTCJ.J,,,,
3401,DTCJ.J,,,,
3402,DTCJ.J,,,,
3403,DTCJ.J,,,,
3404,DTCJ.J,0.4431,2001-12-31T00:00:00Z,,
3405,DTCJ.J,0.1788,2001-09-30T00:00:00Z,,
3406,DTCJ.J,0.0439,2001-12-31T00:00:00Z,5000064072,
3407,DTCJ.J,0.0229,2001-06-30T00:00:00Z,5001445949,
3408,DTCJ.J,0.0176,2001-12-31T00:00:00Z,4298409344,
3409,DTCJ.J,0.0173,2001-12-31T00:00:00Z,,
3410,DTCJ.J,0.0164,2001-06-30T00:00:00Z,,
3411,DTCJ.J,0.0078,2001-12-31T00:00:00Z,5000313307,
3412,DTCJ.J,0.0041,2001-12-31T00:00:00Z,,
3413,DTCJ.J,0.0016,2001-12-31T00:00:00Z,,
3414,DTCJ.J,0.0,2001-09-30T00:00:00Z,34415923066,
3415,DTCJ.J,0.0,2001-09-30T00:00:00Z,5000854298,
3416,DTCJ.J,0.0,2001-12-31T00:00:00Z,5052145148,
3417,DTCJ.J,0.0,2001-07-31T00:00:00Z,4297636693,
3418,DTCJ.J,0.0,2001-12-31T00:00:00Z,48471689858,
3419,DTCJ.J,0.0,2001-12-31T00:00:00Z,4297369644,
3420,DTCJ.J,0.0,2001-12-31T00:00:00Z,4297902883,
3421,DTCJ.J,0.0,2001-09-30T00:00:00Z,,
3422,DTCJ.J,0.0,2000-06-30T00:00:00Z,5000034065,
3423,DTCJ.J,0.0,2001-12-31T00:00:00Z,,
3424,DTCJ.J,0.0,2000-12-31T00:00:00Z,,
3425,DTCJ.J,0.0,2001-06-30T00:00:00Z,5000001140,
3426,DTCJ.J,0.0,2001-03-31T00:00:00Z,5000025620,
3427,DTCJ.J,0.0,2000-12-31T00:00:00Z,5000036827,
3428,DTCJ.J,0.0,2001-12-31T00:00:00Z,5000051932,
3429,DTCJ.J,,,,
3430,DTCJ.J,,,,
3431,DTCJ.J,,,,
3432,DTCJ.J,,,,
3433,DTCJ.J,,,,
3434,DTCJ.J,,,,
3435,DTCJ.J,,,,
3436,DTCJ.J,,,,
3437,DTCJ.J,,,,
3438,DTCJ.J,,,,
3439,DTCJ.J,34.1679,2000-12-31T00:00:00Z,5000854298,
3440,DTCJ.J,12.39,2000-07-31T00:00:00Z,4297902883,
3441,DTCJ.J,1.4031,2000-12-31T00:00:00Z,4297636693,
3442,DTCJ.J,0.8075,2000-12-31T00:00:00Z,5052145148,
3443,DTCJ.J,0.6537,2000-12-31T00:00:00Z,,
3444,DTCJ.J,0.5552,2000-12-31T00:00:00Z,34415923066,
3445,DTCJ.J,0.5219,1999-09-30T00:00:00Z,4295889203,
3446,DTCJ.J,0.1961,2000-12-31T00:00:00Z,5000001140,
3447,DTCJ.J,0.0642,2000-12-31T00:00:00Z,5000051932,
3448,DTCJ.J,0.0285,2000-12-31T00:00:00Z,,
3449,DTCJ.J,0.0165,2000-12-31T00:00:00Z,,
3450,DTCJ.J,0.0132,2000-12-31T00:00:00Z,5000313307,
3451,DTCJ.J,0.0067,2000-12-31T00:00:00Z,4298409344,
3452,DTCJ.J,0.0062,2000-12-31T00:00:00Z,5000025620,
3453,DTCJ.J,0.0016,2000-12-31T00:00:00Z,,
3454,DTCJ.J,0.0,1999-06-30T00:00:00Z,48471669465,
3455,DTCJ.J,0.0,1999-08-31T00:00:00Z,,
3456,DTCJ.J,0.0,2000-06-30T00:00:00Z,,
3457,DTCJ.J,0.0,2000-06-30T00:00:00Z,5000034065,
3458,DTCJ.J,0.0,2000-12-31T00:00:00Z,,
3459,DTCJ.J,0.0,2000-12-31T00:00:00Z,,
3460,DTCJ.J,0.0,2000-12-31T00:00:00Z,5000036827,
3461,DTCJ.J,0.0,1999-12-31T00:00:00Z,,
3462,DTCJ.J,,,,
3463,DTCJ.J,,,,
3464,DTCJ.J,,,,
3465,DTCJ.J,,,,
3466,DTCJ.J,,,,
3467,DTCJ.J,,,,
3468,DTCJ.J,,,,
3469,DTCJ.J,,,,
3470,DTCJ.J,,,,
3471,DTCJ.J,,,,
3472,DTCJ.J,,,,
3473,DTCJ.J,,,,
3474,DTK.NR,,,,Kenya
3475,OCH.NR,,,,Kenya
3476,DUNLOP.LG,,,,Nigeria
3477,CABL.NR,,,,Kenya
3478,PORT.NR,,,,Kenya
3479,EGH.GH,,,,Togo
3480,EQTY.NR,,,,Kenya
3481,EGAD.NR,,,,
3482,EGL.GH,0.0,2001-06-30T00:00:00Z,5000706029,Ghana
3483,EGL.GH,0.0,2001-06-30T00:00:00Z,5000706029,
3484,EGL.GH,1.07,2000-12-31T00:00:00Z,5000706029,
3485,EKOCORP.LG,,,,Nigeria
3486,ELIJ.J,,,,South Africa
3487,ELLAHLA.LG,,,,Nigeria
3488,EMIJ.J,,,,
3489,ECO.ZI,0.03,2001-09-30T00:00:00Z,,Zimbabwe
3490,ECO.ZI,0.0,2001-06-30T00:00:00Z,5000706029,
3491,ECO.ZI,0.0,2002-03-31T00:00:00Z,5000399364,
3492,ECO.ZI,0.0,2002-06-30T00:00:00Z,5000064072,
3493,ECO.ZI,1.56,2001-12-31T00:00:00Z,5000064072,
3494,ECO.ZI,0.03,2001-09-30T00:00:00Z,,
3495,ECO.ZI,0.02,2001-12-31T00:00:00Z,5000399364,
3496,ECO.ZI,0.0,2001-06-30T00:00:00Z,5000706029,
3497,ECO.ZI,0.49,2000-12-31T00:00:00Z,5000706029,
3498,ECO.ZI,,,,
3499,ECO.ZI,,,,
3500,ECO.ZI,,,,
3501,ENGN.BT,,,,Malaysia
3502,EOHJ.J,55.51,2002-12-27T00:00:00Z,5055413488,South Africa
3503,EOHJ.J,8.93,2002-12-27T00:00:00Z,48471682558,
3504,EOHJ.J,2.96,2002-12-27T00:00:00Z,5036882646,
3505,EOHJ.J,0.55,2002-12-27T00:00:00Z,,
3506,EOHJ.J,0.45,2002-12-27T00:00:00Z,,
3507,EOHJ.J,0.39,2002-12-27T00:00:00Z,48471680891,
3508,EOHJ.J,0.27,2002-12-27T00:00:00Z,48471686253,
3509,EOHJ.J,0.2,2002-12-27T00:00:00Z,,
3510,EOHJ.J,0.2,2002-12-27T00:00:00Z,,
3511,EOHJ.J,0.14,2002-12-27T00:00:00Z,,
3512,EOHJ.J,0.14,2002-12-27T00:00:00Z,,
3513,EOHJ.J,0.1,2002-12-27T00:00:00Z,,
3514,EOHJ.J,0.0,2002-03-24T00:00:00Z,,
3515,EOHJ.J,0.0,2002-12-29T00:00:00Z,48471688481,
3516,EOHJ.J,0.0,2002-03-24T00:00:00Z,,
3517,EOHJ.J,0.0,2002-06-28T00:00:00Z,,
3518,EOHJ.J,0.0,2002-06-28T00:00:00Z,,
3519,EOHJ.J,0.0,2002-06-28T00:00:00Z,,
3520,EOHJ.J,0.0,2002-12-29T00:00:00Z,,
3521,EOHJ.J,0.0,2002-06-28T00:00:00Z,34413322009,
3522,EOHJ.J,0.0,2002-03-24T00:00:00Z,,
3523,EOHJ.J,0.0,2002-03-24T00:00:00Z,,
3524,EOHJ.J,0.0,2002-03-24T00:00:00Z,34423099098,
3525,EOHJ.J,0.0,2002-12-29T00:00:00Z,,
3526,EOHJ.J,0.0,2002-03-24T00:00:00Z,,
3527,EOHJ.J,0.0,2002-03-24T00:00:00Z,,
3528,EOHJ.J,0.0,2002-03-24T00:00:00Z,,
3529,EOHJ.J,0.0,2002-03-24T00:00:00Z,,
3530,EOHJ.J,0.0,2002-03-24T00:00:00Z,,
3531,EOHJ.J,0.0,2002-03-24T00:00:00Z,,
3532,EOHJ.J,0.0,2002-03-24T00:00:00Z,,
3533,EOHJ.J,0.0,2002-03-24T00:00:00Z,,
3534,EOHJ.J,0.0,2002-03-24T00:00:00Z,,
3535,EOHJ.J,0.0,2002-03-24T00:00:00Z,,
3536,EOHJ.J,0.0,2002-03-24T00:00:00Z,,
3537,EOHJ.J,0.0,2002-03-24T00:00:00Z,,
3538,EOHJ.J,0.0,2002-03-24T00:00:00Z,,
3539,EOHJ.J,0.0,2002-03-24T00:00:00Z,,
3540,EOHJ.J,0.0,2002-03-24T00:00:00Z,,
3541,EOHJ.J,0.0,2002-03-24T00:00:00Z,,
3542,EOHJ.J,0.0,2002-12-29T00:00:00Z,5000772465,
3543,EOHJ.J,0.0,2001-12-31T00:00:00Z,5000854298,
3544,EOHJ.J,0.0,2002-12-29T00:00:00Z,48471684208,
3545,EOHJ.J,0.0,2001-07-31T00:00:00Z,4297902883,
3546,EOHJ.J,,,,
3547,EOHJ.J,4.16,2001-12-31T00:00:00Z,48471682558,
3548,EOHJ.J,0.8,2001-12-31T00:00:00Z,,
3549,EOHJ.J,0.8001,2001-12-31T00:00:00Z,,
3550,EOHJ.J,0.79,2001-12-31T00:00:00Z,34423099098,
3551,EOHJ.J,0.59,2001-12-31T00:00:00Z,,
3552,EOHJ.J,0.37,2001-12-31T00:00:00Z,,
3553,EOHJ.J,0.37,2001-12-31T00:00:00Z,,
3554,EOHJ.J,0.31,2001-12-31T00:00:00Z,,
3555,EOHJ.J,0.3,2001-12-31T00:00:00Z,,
3556,EOHJ.J,0.24,2001-12-31T00:00:00Z,,
3557,EOHJ.J,0.24,2001-12-31T00:00:00Z,,
3558,EOHJ.J,0.2,2001-12-31T00:00:00Z,,
3559,EOHJ.J,0.18,2001-12-31T00:00:00Z,,
3560,EOHJ.J,0.18,2001-12-31T00:00:00Z,,
3561,EOHJ.J,0.18,2001-12-31T00:00:00Z,,
3562,EOHJ.J,0.15,2001-12-31T00:00:00Z,,
3563,EOHJ.J,0.15,2001-12-31T00:00:00Z,,
3564,EOHJ.J,0.15,2001-12-31T00:00:00Z,,
3565,EOHJ.J,0.15,2001-12-31T00:00:00Z,,
3566,EOHJ.J,0.14,2001-12-31T00:00:00Z,,
3567,EOHJ.J,0.12,2001-12-31T00:00:00Z,,
3568,EOHJ.J,0.1,2001-12-31T00:00:00Z,,
3569,EOHJ.J,0.0,2000-08-31T00:00:00Z,,
3570,EOHJ.J,0.0,2001-12-31T00:00:00Z,5000854298,
3571,EOHJ.J,0.0,2001-07-31T00:00:00Z,4297902883,
3572,EOHJ.J,,,,
3573,EOHJ.J,,,,
3574,EOHJ.J,,,,
3575,EOHJ.J,,,,
3576,EOHJ.J,,,,
3577,EOHJ.J,,,,
3578,EOHJ.J,,,,
3579,EOHJ.J,,,,
3580,EOHJ.J,,,,
3581,EOHJ.J,,,,
3582,EOHJ.J,,,,
3583,EOHJ.J,,,,
3584,EOHJ.J,,,,
3585,EOHJ.J,,,,
3586,EOHJ.J,,,,
3587,EOHJ.J,,,,
3588,EOHJ.J,,,,
3589,EOHJ.J,,,,
3590,EOHJ.J,,,,
3591,EOHJ.J,,,,
3592,EOHJ.J,11.95,2000-08-31T00:00:00Z,5000854298,
3593,EOHJ.J,4.68,2000-08-31T00:00:00Z,4297902883,
3594,EOHJ.J,4.32,2000-08-31T00:00:00Z,48471682558,
3595,EOHJ.J,0.8,2000-08-31T00:00:00Z,34423099098,
3596,EOHJ.J,0.6,2000-08-31T00:00:00Z,,
3597,EOHJ.J,0.0,2000-08-31T00:00:00Z,,
3598,EOHJ.J,0.0,2000-08-31T00:00:00Z,,
3599,EOHJ.J,,,,
3600,EOHJ.J,,,,
3601,EOHJ.J,,,,
3602,EOHJ.J,,,,
3603,EOHJ.J,,,,
3604,EOHJ.J,,,,
3605,EOHJ.J,,,,
3606,EOHJ.J,,,,
3607,EOHJ.J,,,,
3608,EOHJ.J,,,,
3609,EOHJ.J,,,,
3610,EOHJ.J,,,,
3611,EOHJ.J,,,,
3612,EOHJ.J,,,,
3613,EOHJ.J,,,,
3614,EOHJ.J,,,,
3615,EOHJ.J,,,,
3616,EOHJ.J,,,,
3617,EOHJ.J,,,,
3618,EOHJ.J,,,,
3619,EOHJ.J,,,,
3620,EOHJ.J,,,,
3621,EOHJ.J,,,,
3622,EOHJ.J,,,,
3623,EOHJ.J,,,,
3624,EOHJ.J,,,,
3625,EOHJ.J,,,,
3626,EOHJ.J,,,,
3627,EOHJ.J,,,,
3628,EOHJ.J,,,,
3629,EOHJ.J,,,,
3630,EOHJ.J,,,,
3631,EOHJ.J,,,,
3632,EOHJ.J,,,,
3633,EOHJ.J,,,,
3634,EOHJ.J,,,,
3635,EOHJ.J,,,,
3636,EOHJ.J,,,,
3637,ETERNAO.LG,,,,Nigeria
3638,ETI.LG,,,,Togo
3639,EVRD.NR,,,,
3640,XPRS.NR,,,,Kenya
3641,EXXJ.J,13.97,2002-12-27T00:00:00Z,5001449709,South Africa
3642,EXXJ.J,10.47,2002-12-27T00:00:00Z,5055410403,
3643,EXXJ.J,6.38,2002-12-27T00:00:00Z,4297369644,
3644,EXXJ.J,3.0,2002-12-27T00:00:00Z,5000058372,
3645,EXXJ.J,0.746,2002-12-31T00:00:00Z,,
3646,EXXJ.J,0.71,2002-12-27T00:00:00Z,5055420230,
3647,EXXJ.J,0.4289,2002-12-31T00:00:00Z,5000051932,
3648,EXXJ.J,0.3868,2002-12-31T00:00:00Z,4296293277,
3649,EXXJ.J,0.1895,2002-12-31T00:00:00Z,,
3650,EXXJ.J,0.1828,2002-12-31T00:00:00Z,,
3651,EXXJ.J,0.1109,2002-12-31T00:00:00Z,4298409344,
3652,EXXJ.J,0.0337,2002-12-31T00:00:00Z,5001196565,
3653,EXXJ.J,0.0293,2002-12-31T00:00:00Z,5000667881,
3654,EXXJ.J,0.02,2002-12-31T00:00:00Z,5001211262,
3655,EXXJ.J,0.0148,2002-12-31T00:00:00Z,5001449682,
3656,EXXJ.J,0.0011,2002-12-31T00:00:00Z,,
3657,EXXJ.J,0.0011,2002-12-31T00:00:00Z,5001196700,
3658,EXXJ.J,0.001,2002-12-31T00:00:00Z,5000313307,
3659,EXXJ.J,0.0009,2002-12-31T00:00:00Z,5000749182,
3660,EXXJ.J,0.0,2002-09-29T00:00:00Z,5043447177,
3661,EXXJ.J,0.0,2002-12-29T00:00:00Z,5055414090,
3662,EXXJ.J,0.0,2002-12-29T00:00:00Z,5035502363,
3663,EXXJ.J,0.0,2002-12-29T00:00:00Z,4295896494,
3664,EXXJ.J,0.0,2002-12-31T00:00:00Z,,
3665,EXXJ.J,0.0,2002-06-30T00:00:00Z,5000071988,
3666,EXXJ.J,0.3109,2001-12-31T00:00:00Z,4296293277,
3667,EXXJ.J,0.1212,2001-12-31T00:00:00Z,4298409344,
3668,EXXJ.J,0.0727,2001-12-31T00:00:00Z,,
3669,EXXJ.J,0.0451,2001-12-31T00:00:00Z,,
3670,EXXJ.J,0.0183,2001-12-31T00:00:00Z,,
3671,EXXJ.J,0.007,2001-12-31T00:00:00Z,5000313307,
3672,EXXJ.J,0.0012,2001-12-31T00:00:00Z,,
3673,EXXJ.J,,,,
3674,EXXJ.J,,,,
3675,EXXJ.J,,,,
3676,EXXJ.J,,,,
3677,EXXJ.J,,,,
3678,EXXJ.J,,,,
3679,EXXJ.J,,,,
3680,EXXJ.J,,,,
3681,EXXJ.J,,,,
3682,EXXJ.J,,,,
3683,EXXJ.J,,,,
3684,EXXJ.J,,,,
3685,EXXJ.J,,,,
3686,EXXJ.J,,,,
3687,EXXJ.J,,,,
3688,EXXJ.J,,,,
3689,EXXJ.J,,,,
3690,EXXJ.J,,,,
3691,EXXJ.J,,,,
3692,EXXJ.J,,,,
3693,EXXJ.J,,,,
3694,EXXJ.J,,,,
3695,EXXJ.J,,,,
3696,EXXJ.J,,,,
3697,EXXJ.J,,,,
3698,EXXJ.J,,,,
3699,EXXJ.J,,,,
3700,EXXJ.J,,,,
3701,EXXJ.J,,,,
3702,EXXJ.J,,,,
3703,EXXJ.J,,,,
3704,EXXJ.J,,,,
3705,EXXJ.J,,,,
3706,EXXJ.J,,,,
3707,EXXJ.J,,,,
3708,EXXJ.J,,,,
3709,EXXJ.J,,,,
3710,EXXJ.J,,,,
3711,EXXJ.J,,,,
3712,EXXJ.J,,,,
3713,EXXJ.J,,,,
3714,EXXJ.J,,,,
3715,EXXJ.J,,,,
3716,FALG.ZI,,,,Switzerland
3717,FBRJ.J,12.1,2002-12-27T00:00:00Z,,South Africa
3718,FBRJ.J,4.64,2002-12-27T00:00:00Z,5035499104,
3719,FBRJ.J,3.93,2002-12-27T00:00:00Z,5036393549,
3720,FBRJ.J,2.77,2002-12-27T00:00:00Z,,
3721,FBRJ.J,1.24,2002-12-27T00:00:00Z,,
3722,FBRJ.J,1.16,2002-12-27T00:00:00Z,,
3723,FBRJ.J,0.87,2002-12-27T00:00:00Z,,
3724,FBRJ.J,0.7,2002-12-27T00:00:00Z,5055407557,
3725,FBRJ.J,0.64,2002-12-27T00:00:00Z,5055410026,
3726,FBRJ.J,0.62,2002-12-27T00:00:00Z,34413407318,
3727,FBRJ.J,0.47,2002-12-27T00:00:00Z,,
3728,FBRJ.J,0.39,2002-12-27T00:00:00Z,,
3729,FBRJ.J,0.3,2002-12-27T00:00:00Z,,
3730,FBRJ.J,0.19,2002-12-27T00:00:00Z,,
3731,FBRJ.J,0.16,2002-12-27T00:00:00Z,,
3732,FBRJ.J,0.16,2002-12-27T00:00:00Z,,
3733,FBRJ.J,0.16,2002-12-27T00:00:00Z,,
3734,FBRJ.J,0.16,2002-12-27T00:00:00Z,,
3735,FBRJ.J,0.0,2002-12-29T00:00:00Z,,
3736,FBRJ.J,0.0,2002-06-30T00:00:00Z,34413324417,
3737,FBRJ.J,0.0,2002-06-30T00:00:00Z,,
3738,FBRJ.J,0.0,2001-07-31T00:00:00Z,,
3739,FBRJ.J,0.0,2002-06-30T00:00:00Z,34413324414,
3740,FBRJ.J,0.0,2002-06-30T00:00:00Z,,
3741,FBRJ.J,0.0,2002-06-30T00:00:00Z,,
3742,FBRJ.J,0.0,2002-06-30T00:00:00Z,,
3743,FBRJ.J,0.0,2001-08-02T00:00:00Z,5000854298,
3744,FBRJ.J,0.0,2002-12-29T00:00:00Z,,
3745,FBRJ.J,0.0,2002-12-29T00:00:00Z,48471686569,
3746,FBRJ.J,0.0,2002-09-29T00:00:00Z,5055415794,
3747,FBRJ.J,0.0,2002-12-31T00:00:00Z,,
3748,FBRJ.J,,,,
3749,FBRJ.J,14.838,2001-12-31T00:00:00Z,,
3750,FBRJ.J,11.6887,2001-12-31T00:00:00Z,34413324417,
3751,FBRJ.J,10.6894,2001-12-31T00:00:00Z,,
3752,FBRJ.J,0.76,2001-12-31T00:00:00Z,,
3753,FBRJ.J,0.67,2001-12-31T00:00:00Z,,
3754,FBRJ.J,0.67,2001-12-31T00:00:00Z,,
3755,FBRJ.J,0.61,2001-12-31T00:00:00Z,,
3756,FBRJ.J,0.5249,2001-12-31T00:00:00Z,34413324414,
3757,FBRJ.J,0.16,2001-12-31T00:00:00Z,,
3758,FBRJ.J,0.0,2001-07-31T00:00:00Z,34413407318,
3759,FBRJ.J,0.0,2000-03-31T00:00:00Z,,
3760,FBRJ.J,0.0,2001-07-31T00:00:00Z,,
3761,FBRJ.J,0.0,2001-08-02T00:00:00Z,5000854298,
3762,FBRJ.J,0.0,2001-08-02T00:00:00Z,5035499104,
3763,FBRJ.J,,,,
3764,FBRJ.J,,,,
3765,FBRJ.J,,,,
3766,FBRJ.J,,,,
3767,FBRJ.J,,,,
3768,FBRJ.J,,,,
3769,FBRJ.J,,,,
3770,FBRJ.J,,,,
3771,FBRJ.J,,,,
3772,FBRJ.J,,,,
3773,FBRJ.J,,,,
3774,FBRJ.J,,,,
3775,FBRJ.J,,,,
3776,FBRJ.J,,,,
3777,FBRJ.J,,,,
3778,FBRJ.J,,,,
3779,FBRJ.J,,,,
3780,FBRJ.J,,,,
3781,FBRJ.J,11.3264,2000-03-31T00:00:00Z,34413324417,
3782,FBRJ.J,10.8553,2000-03-31T00:00:00Z,,
3783,FBRJ.J,10.4343,2000-03-31T00:00:00Z,,
3784,FBRJ.J,6.22,2000-03-31T00:00:00Z,5000854298,
3785,FBRJ.J,1.56,2000-03-31T00:00:00Z,,
3786,FBRJ.J,0.64,2000-03-31T00:00:00Z,34413407318,
3787,FBRJ.J,0.6,2000-03-31T00:00:00Z,,
3788,FBRJ.J,0.16,2000-12-31T00:00:00Z,,
3789,FBRJ.J,0.0,2000-03-31T00:00:00Z,,
3790,FBRJ.J,,,,
3791,FBRJ.J,,,,
3792,FBRJ.J,,,,
3793,FBRJ.J,,,,
3794,FBRJ.J,,,,
3795,FBRJ.J,,,,
3796,FBRJ.J,,,,
3797,FBRJ.J,,,,
3798,FBRJ.J,,,,
3799,FBRJ.J,,,,
3800,FBRJ.J,,,,
3801,FBRJ.J,,,,
3802,FBRJ.J,,,,
3803,FBRJ.J,,,,
3804,FBRJ.J,,,,
3805,FBRJ.J,,,,
3806,FBRJ.J,,,,
3807,FBRJ.J,,,,
3808,FBRJ.J,,,,
3809,FBRJ.J,,,,
3810,FBRJ.J,,,,
3811,FBRJ.J,,,,
3812,FBRJ.J,,,,
3813,FCMB.LG,,,,Nigeria
3814,FIDL.ZI,,,,Zimbabwe
3815,FIDELIT.LG,,,,Nigeria
3816,SMER.NR,,,,Kenya
3817,SMER.NR,,,,
3818,SMER.NR,0.0,2000-06-30T00:00:00Z,5000706029,
3819,SMER.NR,,,,
3820,SMER.NR,0.0,2000-06-30T00:00:00Z,5000706029,
3821,SMER.NR,0.0,1999-06-30T00:00:00Z,5001449043,
3822,FBNH.LG,0.0,2001-06-30T00:00:00Z,5000706029,Nigeria
3823,FBNH.LG,0.0,2002-12-31T00:00:00Z,5000399364,
3824,FBNH.LG,0.0,2001-06-30T00:00:00Z,5000706029,
3825,FBNH.LG,,,,
3826,FBNH.LG,0.07,2000-12-31T00:00:00Z,5000706029,
3827,FBNH.LG,,,,
3828,FLOURMI.LG,,,,
3829,FML.GH,,,,France
3830,FNBB.BT,,,,South Africa
3831,TFGJ.J,8.09,2002-12-27T00:00:00Z,4297369644,South Africa
3832,TFGJ.J,4.09,2002-12-27T00:00:00Z,5043419514,
3833,TFGJ.J,3.2756,2002-12-31T00:00:00Z,4298459126,
3834,TFGJ.J,2.64,2002-12-27T00:00:00Z,,
3835,TFGJ.J,1.86,2002-12-27T00:00:00Z,5000058372,
3836,TFGJ.J,1.27,2002-12-27T00:00:00Z,4295888400,
3837,TFGJ.J,1.17,2002-12-27T00:00:00Z,48471680891,
3838,TFGJ.J,1.14,2002-12-27T00:00:00Z,48471683387,
3839,TFGJ.J,0.49,2001-09-30T00:00:00Z,,
3840,TFGJ.J,0.04,2002-12-31T00:00:00Z,,
3841,TFGJ.J,0.0288,2002-12-31T00:00:00Z,,
3842,TFGJ.J,0.03,2002-12-31T00:00:00Z,,
3843,TFGJ.J,0.03,2002-12-31T00:00:00Z,5001196565,
3844,TFGJ.J,0.0039,2002-12-31T00:00:00Z,5000749182,
3845,TFGJ.J,0.003,2002-12-31T00:00:00Z,4298409344,
3846,TFGJ.J,0.0014,2002-12-31T00:00:00Z,5000313307,
3847,TFGJ.J,0.0,2002-06-28T00:00:00Z,,
3848,TFGJ.J,0.0,2002-09-29T00:00:00Z,,
3849,TFGJ.J,0.0,2001-12-31T00:00:00Z,5001446208,
3850,TFGJ.J,0.0,2001-12-31T00:00:00Z,5000854298,
3851,TFGJ.J,0.0,2001-08-31T00:00:00Z,4297636693,
3852,TFGJ.J,0.0,2002-12-29T00:00:00Z,48471680889,
3853,TFGJ.J,0.0,2002-03-24T00:00:00Z,4297902883,
3854,TFGJ.J,0.0,2002-09-30T00:00:00Z,5001445949,
3855,TFGJ.J,0.0,2001-09-30T00:00:00Z,4296555936,
3856,TFGJ.J,,,,
3857,TFGJ.J,,,,
3858,TFGJ.J,11.25,2001-12-31T00:00:00Z,4297902883,
3859,TFGJ.J,5.65,2001-12-31T00:00:00Z,4295888400,
3860,TFGJ.J,3.1093,2001-12-31T00:00:00Z,4298459126,
3861,TFGJ.J,0.49,2001-09-30T00:00:00Z,,
3862,TFGJ.J,0.0398,2001-12-31T00:00:00Z,,
3863,TFGJ.J,0.02,2001-12-31T00:00:00Z,,
3864,TFGJ.J,0.01,2001-06-30T00:00:00Z,5001445949,
3865,TFGJ.J,0.0,2000-07-31T00:00:00Z,48471668836,
3866,TFGJ.J,0.0,2001-12-31T00:00:00Z,5001446208,
3867,TFGJ.J,0.0,2001-12-31T00:00:00Z,5000854298,
3868,TFGJ.J,0.0,2001-08-31T00:00:00Z,4297636693,
3869,TFGJ.J,0.0,2000-12-31T00:00:00Z,5043419514,
3870,TFGJ.J,0.0,2001-03-31T00:00:00Z,,
3871,TFGJ.J,0.0,2000-06-30T00:00:00Z,4298409344,
3872,TFGJ.J,0.0,2001-09-30T00:00:00Z,4296555936,
3873,TFGJ.J,,,,
3874,TFGJ.J,,,,
3875,TFGJ.J,,,,
3876,TFGJ.J,,,,
3877,TFGJ.J,,,,
3878,TFGJ.J,,,,
3879,TFGJ.J,,,,
3880,TFGJ.J,,,,
3881,TFGJ.J,,,,
3882,TFGJ.J,,,,
3883,TFGJ.J,,,,
3884,TFGJ.J,,,,
3885,TFGJ.J,33.21,2000-12-31T00:00:00Z,5000854298,
3886,TFGJ.J,23.13,2000-12-31T00:00:00Z,4297902883,
3887,TFGJ.J,1.33,2000-12-31T00:00:00Z,5001446208,
3888,TFGJ.J,0.9544,2000-12-31T00:00:00Z,4298459126,
3889,TFGJ.J,0.54,2000-12-31T00:00:00Z,4297636693,
3890,TFGJ.J,0.073,2000-12-31T00:00:00Z,,
3891,TFGJ.J,0.0468,2000-12-31T00:00:00Z,,
3892,TFGJ.J,0.02,2000-12-31T00:00:00Z,,
3893,TFGJ.J,0.0,2000-07-31T00:00:00Z,48471668836,
3894,TFGJ.J,0.0,2000-12-31T00:00:00Z,5043419514,
3895,TFGJ.J,0.0,2000-06-30T00:00:00Z,4298409344,
3896,TFGJ.J,,,,
3897,TFGJ.J,,,,
3898,TFGJ.J,,,,
