,Instrument,Ultimate Parent Percent of Shares Out Held,Date,Investor Perm Id,Country of Headquarters
2947,MSTJ.J,1.0383,1999-09-30T00:00:00Z,5001196246,
2948,MSTJ.J,0.6445,1999-12-31T00:00:00Z,,
2949,MSTJ.J,0.003,1999-12-31T00:00:00Z,,
2950,MSTJ.J,0.0,1999-08-31T00:00:00Z,,
2951,MSTJ.J,0.0,1999-12-31T00:00:00Z,,
2952,MSTJ.J,,,,
2953,MSTJ.J,,,,
2954,MSTJ.J,,,,
2955,MSTJ.J,15.985,1998-08-03T00:00:00Z,5000854298,
2956,MSTJ.J,12.6536,1998-08-03T00:00:00Z,,
2957,MSTJ.J,12.2422,1998-08-03T00:00:00Z,34413317955,
2958,MSTJ.J,4.9867,1998-06-30T00:00:00Z,,
2959,MSTJ.J,4.2054,1998-12-31T00:00:00Z,,
2960,MSTJ.J,2.1141,1998-09-30T00:00:00Z,,
2961,MSTJ.J,1.8363,1998-08-03T00:00:00Z,48471686387,
2962,MSTJ.J,1.4851,1998-08-03T00:00:00Z,4297902883,
2963,MSTJ.J,1.3848,1998-08-03T00:00:00Z,5001196246,
2964,MSTJ.J,0.003,1998-12-31T00:00:00Z,,
2965,MSTJ.J,,,,
2966,MSTJ.J,,,,
2967,MSTJ.J,,,,
2968,MSTJ.J,,,,
2969,MSTJ.J,,,,
2970,MSTJ.J,,,,
2971,MSTJ.J,,,,
2972,MTAJ.J,12.89,2000-09-30T00:00:00Z,,South Africa
2973,MTAJ.J,10.39,2000-09-30T00:00:00Z,5000854298,
2974,MTAJ.J,6.23,2000-09-30T00:00:00Z,4297902883,
2975,MTAJ.J,0.86,2000-12-31T00:00:00Z,,
2976,MTAJ.J,16.06,1999-08-31T00:00:00Z,5000854298,
2977,MTAJ.J,12.83,1999-08-31T00:00:00Z,,
2978,MTAJ.J,1.45,1999-08-31T00:00:00Z,4297902883,
2979,MTAJ.J,,,,
2980,MTAJ.J,16.61,1998-08-03T00:00:00Z,5000854298,
2981,MTAJ.J,13.36,1998-08-03T00:00:00Z,,
2982,MTAJ.J,,,,
2983,MTAJ.J,,,,
2984,MTNJ.J,24.16,2000-11-30T00:00:00Z,4297714591,South Africa
2985,MTNJ.J,23.48,2000-11-30T00:00:00Z,4295889209,
2986,MTNJ.J,23.07,2000-11-30T00:00:00Z,5000854298,
2987,MTNJ.J,1.26,2000-11-30T00:00:00Z,4297902883,
2988,MTNJ.J,0.12,2000-12-31T00:00:00Z,,
2989,MTNJ.J,0.09,2000-12-31T00:00:00Z,,
2990,MTNJ.J,0.08,2000-12-31T00:00:00Z,4296618041,
2991,MTNJ.J,0.03,2000-12-31T00:00:00Z,,
2992,MTNJ.J,0.03,2000-12-31T00:00:00Z,5000036127,
2993,MTNJ.J,0.02,2000-12-31T00:00:00Z,,
2994,MTNJ.J,0.02,2000-09-30T00:00:00Z,,
2995,MTNJ.J,0.01,2000-12-31T00:00:00Z,5000036827,
2996,MTNJ.J,0.0043,2000-12-31T00:00:00Z,,
2997,MTNJ.J,0.0026,2000-12-31T00:00:00Z,4298409344,
2998,MTNJ.J,0.0023,2000-12-31T00:00:00Z,5000313307,
2999,MTNJ.J,0.0011,2000-12-31T00:00:00Z,,
3000,MTNJ.J,0.0,1999-06-30T00:00:00Z,4295888657,
3001,MTNJ.J,0.0,2000-12-31T00:00:00Z,,
3002,MTNJ.J,0.0,2000-06-30T00:00:00Z,,
3003,MTNJ.J,0.0,2000-03-31T00:00:00Z,5000025620,
3004,MTNJ.J,0.0,2000-09-30T00:00:00Z,5000051932,
3005,MTNJ.J,29.64,1999-11-30T00:00:00Z,5000854298,
3006,MTNJ.J,8.42,1999-11-30T00:00:00Z,4297714591,
3007,MTNJ.J,1.62,1999-11-30T00:00:00Z,4297902883,
3008,MTNJ.J,0.04,1999-12-31T00:00:00Z,,
3009,MTNJ.J,0.04,1999-12-31T00:00:00Z,,
3010,MTNJ.J,0.01,1999-12-31T00:00:00Z,,
3011,MTNJ.J,0.0032,1999-12-31T00:00:00Z,,
3012,MTNJ.J,0.0019,1999-12-31T00:00:00Z,5000025620,
3013,MTNJ.J,0.0,1999-06-30T00:00:00Z,4295888657,
3014,MTNJ.J,0.0,1999-06-30T00:00:00Z,,
3015,MTNJ.J,,,,
3016,MTNJ.J,,,,
3017,MTNJ.J,,,,
3018,MTNJ.J,,,,
3019,MTNJ.J,,,,
3020,MTNJ.J,,,,
3021,MTNJ.J,,,,
3022,MTNJ.J,,,,
3023,MTNJ.J,,,,
3024,MTNJ.J,,,,
3025,MTNJ.J,,,,
3026,MTNJ.J,10.79,1998-07-01T00:00:00Z,5000854298,
3027,MTNJ.J,0.05,1998-12-31T00:00:00Z,,
3028,MTNJ.J,0.03,1998-12-31T00:00:00Z,,
3029,MTNJ.J,0.0034,1998-12-31T00:00:00Z,,
3030,MTNJ.J,0.0037,1998-06-30T00:00:00Z,,
3031,MTNJ.J,,,,
3032,MTNJ.J,,,,
3033,MTNJ.J,,,,
3034,MTNJ.J,,,,
3035,MTNJ.J,,,,
3036,MTNJ.J,,,,
3037,MTNJ.J,,,,
3038,MTNJ.J,,,,
3039,MTNJ.J,,,,
3040,MTNJ.J,,,,
3041,MTNJ.J,,,,
3042,MTNJ.J,,,,
3043,MTNJ.J,,,,
3044,MTNJ.J,,,,
3045,MTNJ.J,,,,
3046,MTNJ.J,,,,
3047,MURJ.J,26.25,2000-10-31T00:00:00Z,5000854298,South Africa
3048,MURJ.J,17.45,2000-10-31T00:00:00Z,4297902883,
3049,MURJ.J,1.32,2000-10-31T00:00:00Z,,
3050,MURJ.J,1.01,2000-09-30T00:00:00Z,,
3051,MURJ.J,0.94,2000-12-31T00:00:00Z,4298459126,
3052,MURJ.J,0.02,2000-12-31T00:00:00Z,,
3053,MURJ.J,0.0,2000-12-31T00:00:00Z,,
3054,MURJ.J,0.0,2000-06-30T00:00:00Z,4296948644,
3055,MURJ.J,0.0,1999-03-31T00:00:00Z,5000052202,
3056,MURJ.J,,,,
3057,MURJ.J,,,,
3058,MURJ.J,,,,
3059,MURJ.J,21.52,1999-11-30T00:00:00Z,5000854298,
3060,MURJ.J,15.98,1999-11-30T00:00:00Z,4297902883,
3061,MURJ.J,1.37,1999-11-30T00:00:00Z,,
3062,MURJ.J,0.52,1999-09-30T00:00:00Z,,
3063,MURJ.J,0.01,1999-12-31T00:00:00Z,,
3064,MURJ.J,0.0,1999-12-31T00:00:00Z,,
3065,MURJ.J,0.0,1999-12-31T00:00:00Z,,
3066,MURJ.J,0.0,1998-06-30T00:00:00Z,,
3067,MURJ.J,0.0,1999-03-31T00:00:00Z,5000052202,
3068,MURJ.J,,,,
3069,MURJ.J,,,,
3070,MURJ.J,,,,
3071,MURJ.J,26.12,1998-08-03T00:00:00Z,5000854298,
3072,MURJ.J,1.28,1998-08-03T00:00:00Z,,
3073,MURJ.J,0.14,1998-06-30T00:00:00Z,,
3074,MURJ.J,0.08,1998-12-31T00:00:00Z,5000052202,
3075,MURJ.J,0.0,1998-12-31T00:00:00Z,,
3076,MURJ.J,0.0,1998-06-30T00:00:00Z,,
3077,MURJ.J,,,,
3078,MURJ.J,,,,
3079,MURJ.J,,,,
3080,MURJ.J,,,,
3081,MURJ.J,,,,
3082,MURJ.J,,,,
3083,NAHCO.LG,,,,Nigeria
3084,NASCON.LG,,,,Nigeria
3085,NB.LG,0.0032,2000-12-31T00:00:00Z,5000706029,Netherlands
3086,NB.LG,0.0,1999-06-30T00:00:00Z,5001449043,
3087,NB.LG,,,,
3088,NB.LG,0.0132,1999-06-30T00:00:00Z,5000706029,
3089,NB.LG,0.0,1999-06-30T00:00:00Z,5001449043,
3090,NB.LG,,,,
3091,NB.LG,3.7519,1997-12-31T00:00:00Z,4295884808,
3092,NB.LG,0.0132,1998-12-31T00:00:00Z,5001449043,
3093,NB.LG,0.0079,1998-12-31T00:00:00Z,5000706029,
3094,SXMJ.J,10.3067,2000-12-31T00:00:00Z,4297902883,South Africa
3095,SXMJ.J,9.6319,2000-12-31T00:00:00Z,5000854298,
3096,SXMJ.J,3.7576,2000-12-31T00:00:00Z,,
3097,SXMJ.J,3.6729,2000-12-31T00:00:00Z,5043455375,
3098,SXMJ.J,2.9835,2000-12-31T00:00:00Z,,
3099,SXMJ.J,1.8921,2000-12-31T00:00:00Z,5055407070,
3100,SXMJ.J,1.6603,2000-12-31T00:00:00Z,4297636693,
3101,SXMJ.J,1.6076,2000-12-31T00:00:00Z,5055410695,
3102,SXMJ.J,1.1179,2000-12-31T00:00:00Z,,
3103,SXMJ.J,1.052,2000-12-31T00:00:00Z,,
3104,SXMJ.J,0.5954,2000-12-31T00:00:00Z,5055414660,
3105,SXMJ.J,0.3838,2000-12-31T00:00:00Z,5001446537,
3106,SXMJ.J,0.2863,2000-12-31T00:00:00Z,,
3107,SXMJ.J,0.0689,2000-12-31T00:00:00Z,5000313307,
3108,SXMJ.J,0.0252,2000-12-31T00:00:00Z,,
3109,SXMJ.J,0.0,1999-08-31T00:00:00Z,4295978914,
3110,SXMJ.J,0.0,2000-09-30T00:00:00Z,,
3111,SXMJ.J,0.0,2000-03-31T00:00:00Z,,
3112,SXMJ.J,13.6806,1999-12-31T00:00:00Z,5000854298,
3113,SXMJ.J,7.3826,1999-12-31T00:00:00Z,4297902883,
3114,SXMJ.J,3.7839,1999-12-31T00:00:00Z,,
3115,SXMJ.J,3.0034,1999-12-31T00:00:00Z,,
3116,SXMJ.J,1.9053,1999-12-31T00:00:00Z,5055407070,
3117,SXMJ.J,1.7332,1999-12-31T00:00:00Z,,
3118,SXMJ.J,1.7332,1999-12-31T00:00:00Z,5043455375,
3119,SXMJ.J,1.0981,1999-12-31T00:00:00Z,5055410695,
3120,SXMJ.J,1.0583,1999-12-31T00:00:00Z,,
3121,SXMJ.J,0.7275,1999-12-31T00:00:00Z,,
3122,SXMJ.J,0.602,1999-12-31T00:00:00Z,5055414660,
3123,SXMJ.J,0.0164,1999-12-31T00:00:00Z,,
3124,SXMJ.J,0.0095,1999-12-31T00:00:00Z,,
3125,SXMJ.J,0.0,1999-08-31T00:00:00Z,4295978914,
3126,SXMJ.J,,,,
3127,SXMJ.J,,,,
3128,SXMJ.J,,,,
3129,SXMJ.J,,,,
3130,SXMJ.J,7.2901,1998-06-01T00:00:00Z,5000854298,
3131,SXMJ.J,3.3143,1998-06-01T00:00:00Z,,
3132,SXMJ.J,2.1037,1998-06-01T00:00:00Z,5055407070,
3133,SXMJ.J,1.9765,1998-12-31T00:00:00Z,,
3134,SXMJ.J,1.945,1998-06-01T00:00:00Z,4297902883,
3135,SXMJ.J,1.8457,1998-06-01T00:00:00Z,5043455375,
3136,SXMJ.J,1.2636,1998-06-01T00:00:00Z,5055410695,
3137,SXMJ.J,1.2437,1998-06-01T00:00:00Z,,
3138,SXMJ.J,1.1709,1998-06-01T00:00:00Z,,
3139,SXMJ.J,0.6616,1998-06-01T00:00:00Z,5055414660,
3140,SXMJ.J,0.0832,1998-12-31T00:00:00Z,,
3141,SXMJ.J,0.0019,1998-06-30T00:00:00Z,,
3142,SXMJ.J,,,,
3143,SXMJ.J,,,,
3144,SXMJ.J,,,,
3145,SXMJ.J,,,,
3146,SXMJ.J,,,,
3147,SXMJ.J,,,,
3148,NCR.LG,,,,United States
3149,NCSJ.J,56.5303,2000-11-30T00:00:00Z,5055412260,South Africa
3150,NCSJ.J,10.5991,2000-11-30T00:00:00Z,4297902883,
3151,NCSJ.J,7.5164,2000-11-30T00:00:00Z,,
3152,NCSJ.J,6.1655,2000-11-30T00:00:00Z,,
3153,NCSJ.J,0.0,2000-03-31T00:00:00Z,5000854298,
3154,NCSJ.J,0.0,1999-06-30T00:00:00Z,5001449043,
3155,NCSJ.J,61.55,1998-08-03T00:00:00Z,5055412260,
3156,NCSJ.J,9.4214,1998-08-03T00:00:00Z,5000854298,
3157,NCSJ.J,2.44,1998-08-03T00:00:00Z,,
3158,NCSJ.J,2.17,1998-08-03T00:00:00Z,,
3159,NCSJ.J,0.0,1999-06-30T00:00:00Z,5001449043,
3160,NCSJ.J,,,,
3161,NCSJ.J,61.55,1998-08-03T00:00:00Z,5055412260,
3162,NCSJ.J,9.4214,1998-08-03T00:00:00Z,5000854298,
3163,NCSJ.J,4.6178,1998-12-31T00:00:00Z,5001449043,
3164,NCSJ.J,2.44,1998-08-03T00:00:00Z,,
3165,NCSJ.J,2.17,1998-08-03T00:00:00Z,,
3166,NCSJ.J,,,,
3167,NEDJ.J,20.22,2000-12-31T00:00:00Z,5000854298,South Africa
3168,NEDJ.J,10.35,2000-12-31T00:00:00Z,4297902883,
3169,NEDJ.J,0.72,2000-12-31T00:00:00Z,5001446208,
3170,NEDJ.J,0.2963,2000-12-31T00:00:00Z,,
3171,NEDJ.J,0.1166,2000-12-31T00:00:00Z,,
3172,NEDJ.J,0.1109,2000-12-31T00:00:00Z,,
3173,NEDJ.J,0.0909,2000-12-31T00:00:00Z,,
3174,NEDJ.J,0.0631,2000-12-31T00:00:00Z,4298409344,
3175,NEDJ.J,0.0496,2000-12-31T00:00:00Z,4296618041,
3176,NEDJ.J,0.033,2000-12-31T00:00:00Z,,
3177,NEDJ.J,0.0237,2000-12-31T00:00:00Z,,
3178,NEDJ.J,0.0234,2000-12-31T00:00:00Z,5000036827,
3179,NEDJ.J,0.0212,2000-12-31T00:00:00Z,4296555936,
3180,NEDJ.J,0.012,2000-12-31T00:00:00Z,4296334100,
3181,NEDJ.J,0.0074,2000-12-31T00:00:00Z,,
3182,NEDJ.J,0.0061,1999-06-30T00:00:00Z,,
3183,NEDJ.J,0.0052,2000-12-31T00:00:00Z,,
3184,NEDJ.J,0.0044,2000-12-31T00:00:00Z,5000313307,
3185,NEDJ.J,0.0041,2000-12-31T00:00:00Z,,
3186,NEDJ.J,0.0001,2000-12-31T00:00:00Z,5000025620,
3187,NEDJ.J,0.0,2000-12-31T00:00:00Z,,
3188,NEDJ.J,0.0,2000-12-31T00:00:00Z,5000055064,
3189,NEDJ.J,0.0,2000-12-31T00:00:00Z,,
3190,NEDJ.J,0.0,2000-03-31T00:00:00Z,,
3191,NEDJ.J,0.0,1999-09-30T00:00:00Z,5000071982,
3192,NEDJ.J,0.0,2000-06-30T00:00:00Z,5000036127,
3193,NEDJ.J,0.0,2000-09-30T00:00:00Z,5000051932,
3194,NEDJ.J,0.0,1999-03-31T00:00:00Z,5000052202,
3195,NEDJ.J,0.0,1999-12-31T00:00:00Z,,
3196,NEDJ.J,,,,
3197,NEDJ.J,,,,
3198,NEDJ.J,,,,
3199,NEDJ.J,,,,
3200,NEDJ.J,,,,
3201,NEDJ.J,,,,
3202,NEDJ.J,16.8564,1999-11-30T00:00:00Z,5000854298,
3203,NEDJ.J,11.1629,1999-11-30T00:00:00Z,4297902883,
3204,NEDJ.J,1.458,1998-04-01T00:00:00Z,,
3205,NEDJ.J,0.7167,1999-11-30T00:00:00Z,5001446208,
3206,NEDJ.J,0.463,1999-12-31T00:00:00Z,,
3207,NEDJ.J,0.1466,1998-03-31T00:00:00Z,,
3208,NEDJ.J,0.0932,1999-12-31T00:00:00Z,,
3209,NEDJ.J,0.0599,1999-12-31T00:00:00Z,,
3210,NEDJ.J,0.0469,1999-12-31T00:00:00Z,,
3211,NEDJ.J,0.034,1999-12-31T00:00:00Z,,
3212,NEDJ.J,0.0324,1999-12-31T00:00:00Z,4298409344,
3213,NEDJ.J,0.0148,1999-12-31T00:00:00Z,5000036827,
3214,NEDJ.J,0.0126,1999-12-31T00:00:00Z,5000036127,
3215,NEDJ.J,0.0118,1999-12-31T00:00:00Z,,
3216,NEDJ.J,0.0061,1999-06-30T00:00:00Z,,
3217,NEDJ.J,0.0049,1999-12-31T00:00:00Z,,
3218,NEDJ.J,0.0042,1999-12-31T00:00:00Z,,
3219,NEDJ.J,0.0041,1999-12-31T00:00:00Z,,
3220,NEDJ.J,0.0007,1999-09-30T00:00:00Z,,
3221,NEDJ.J,0.0,1999-12-31T00:00:00Z,,
3222,NEDJ.J,0.0,1998-12-31T00:00:00Z,,
3223,NEDJ.J,0.0,1999-12-31T00:00:00Z,5000025620,
3224,NEDJ.J,0.0,1999-09-30T00:00:00Z,5000071982,
3225,NEDJ.J,0.0,1999-12-31T00:00:00Z,5000051932,
3226,NEDJ.J,0.0,1999-03-31T00:00:00Z,5000052202,
3227,NEDJ.J,0.0,1999-12-31T00:00:00Z,,
3228,NEDJ.J,,,,
3229,NEDJ.J,,,,
3230,NEDJ.J,,,,
3231,NEDJ.J,,,,
3232,NEDJ.J,,,,
3233,NEDJ.J,,,,
3234,NEDJ.J,,,,
3235,NEDJ.J,,,,
3236,NEDJ.J,,,,
3237,NEDJ.J,15.6631,1998-08-03T00:00:00Z,5000854298,
3238,NEDJ.J,3.2975,1998-08-03T00:00:00Z,4297902883,
3239,NEDJ.J,1.458,1998-04-01T00:00:00Z,,
3240,NEDJ.J,0.2634,1998-12-31T00:00:00Z,,
3241,NEDJ.J,0.1466,1998-03-31T00:00:00Z,,
3242,NEDJ.J,0.0712,1998-12-31T00:00:00Z,4298409344,
3243,NEDJ.J,0.0645,1998-12-31T00:00:00Z,,
3244,NEDJ.J,0.0215,1998-12-31T00:00:00Z,,
3245,NEDJ.J,0.0083,1998-12-31T00:00:00Z,,
3246,NEDJ.J,0.0043,1998-12-31T00:00:00Z,,
3247,NEDJ.J,0.0043,1998-12-31T00:00:00Z,5000036827,
3248,NEDJ.J,0.0037,1998-12-31T00:00:00Z,5000052202,
3249,NEDJ.J,0.003,1998-06-30T00:00:00Z,,
3250,NEDJ.J,0.0004,1998-12-31T00:00:00Z,,
3251,NEDJ.J,0.0,1998-12-31T00:00:00Z,,
3252,NEDJ.J,,,,
3253,NEDJ.J,,,,
3254,NEDJ.J,,,,
3255,NEDJ.J,,,,
3256,NEDJ.J,,,,
3257,NEDJ.J,,,,
3258,NEDJ.J,,,,
3259,NEDJ.J,,,,
3260,NEDJ.J,,,,
3261,NEDJ.J,,,,
3262,NEDJ.J,,,,
3263,NEDJ.J,,,,
3264,NEDJ.J,,,,
3265,NEDJ.J,,,,
3266,NEDJ.J,,,,
3267,NEDJ.J,,,,
3268,NEDJ.J,,,,
3269,NEDJ.J,,,,
3270,NEDJ.J,,,,
3271,NEDJ.J,,,,
3272,NEM.LG,,,,Nigeria
3273,NESF.LG,,,,Nigeria
3274,NESTLE.LG,0.0,2000-12-31T00:00:00Z,5000706029,Switzerland
3275,NESTLE.LG,0.0,1999-06-30T00:00:00Z,5000706029,
3276,NESTLE.LG,0.0,1998-12-31T00:00:00Z,5000706029,
3277,NPHJ.J,21.7948,2000-09-30T00:00:00Z,5000854298,South Africa
3278,NPHJ.J,13.3826,2000-09-30T00:00:00Z,4296948644,
3279,NPHJ.J,11.6686,2000-09-30T00:00:00Z,4297902883,
3280,NPHJ.J,9.5853,2000-09-30T00:00:00Z,4296833869,
3281,NPHJ.J,3.2929,2000-09-30T00:00:00Z,4295888391,
3282,NPHJ.J,1.8171,2000-09-30T00:00:00Z,5035492090,
3283,NPHJ.J,0.7931,2000-09-30T00:00:00Z,5001449709,
3284,NPHJ.J,0.6133,2000-12-31T00:00:00Z,4298459126,
3285,NPHJ.J,0.5434,2000-12-31T00:00:00Z,,
3286,NPHJ.J,0.5421,2000-09-30T00:00:00Z,4297636693,
3287,NPHJ.J,0.3311,2000-12-31T00:00:00Z,,
3288,NPHJ.J,0.1891,2000-12-31T00:00:00Z,,
3289,NPHJ.J,0.0575,2000-12-31T00:00:00Z,,
3290,NPHJ.J,0.0521,2000-12-31T00:00:00Z,,
3291,NPHJ.J,0.0223,2000-12-31T00:00:00Z,4298409344,
3292,NPHJ.J,0.0113,2000-12-31T00:00:00Z,5000014523,
3293,NPHJ.J,0.0,1999-06-30T00:00:00Z,,
3294,NPHJ.J,0.0,2000-12-31T00:00:00Z,5000026028,
3295,NPHJ.J,92.5473,1999-09-30T00:00:00Z,5000854298,
3296,NPHJ.J,1.8323,1999-09-30T00:00:00Z,4297902883,
3297,NPHJ.J,0.0,1999-06-30T00:00:00Z,,
3298,NPHJ.J,,,,
3299,NPHJ.J,,,,
3300,NPHJ.J,,,,
3301,NPHJ.J,,,,
3302,NPHJ.J,,,,
3303,NPHJ.J,,,,
3304,NPHJ.J,,,,
3305,NPHJ.J,,,,
3306,NPHJ.J,,,,
3307,NPHJ.J,,,,
3308,NPHJ.J,,,,
3309,NPHJ.J,,,,
3310,NPHJ.J,,,,
3311,NPHJ.J,,,,
3312,NPHJ.J,,,,
3313,NPHJ.J,14.2088,1998-07-17T00:00:00Z,5000854298,
3314,NPHJ.J,0.018,1998-12-31T00:00:00Z,,
3315,NPHJ.J,,,,
3316,NPHJ.J,,,,
3317,NPHJ.J,,,,
3318,NPHJ.J,,,,
3319,NPHJ.J,,,,
3320,NPHJ.J,,,,
3321,NPHJ.J,,,,
3322,NPHJ.J,,,,
3323,NPHJ.J,,,,
3324,NPHJ.J,,,,
3325,NPHJ.J,,,,
3326,NPHJ.J,,,,
3327,NPHJ.J,,,,
3328,NPHJ.J,,,,
3329,NPHJ.J,,,,
3330,NPHJ.J,,,,
3331,NCBA.NR,1.7814,2000-12-31T00:00:00Z,5000706029,Kenya
3332,NCBA.NR,1.7814,1999-06-30T00:00:00Z,5000706029,
3333,NCBA.NR,1.4251,1998-12-31T00:00:00Z,5000706029,
3334,NIDBFUN.LG,,,,Nigeria
3335,NIGERIN.LG,,,,Nigeria
3336,NIGROPE.LG,,,,Nigeria
3337,NIWICAB.LG,,,,Nigeria
3338,NMB.ZI,,,,Zimbabwe
3339,NMG.NR,0.0,2000-06-30T00:00:00Z,5000706029,Kenya
3340,NMG.NR,0.5437,1999-06-30T00:00:00Z,5000706029,
3341,NMG.NR,0.5437,1998-12-31T00:00:00Z,5000706029,
3342,NNFM.LG,,,,
3343,CONOIL.LG,,,,Nigeria
3344,NPKJ.J,59.4519,1999-09-30T00:00:00Z,,South Africa
3345,NPKJ.J,35.8704,2000-12-31T00:00:00Z,5000854298,
3346,NPKJ.J,16.7902,2000-12-31T00:00:00Z,4297902883,
3347,NPKJ.J,7.4719,2000-09-30T00:00:00Z,5055412417,
3348,NPKJ.J,2.7395,2000-12-31T00:00:00Z,,
3349,NPKJ.J,0.79,2000-12-31T00:00:00Z,5001446208,
3350,NPKJ.J,0.6765,2000-12-31T00:00:00Z,4296555936,
3351,NPKJ.J,0.3549,2000-09-30T00:00:00Z,48471687286,
3352,NPKJ.J,0.0825,2000-12-31T00:00:00Z,,
3353,NPKJ.J,0.0207,2000-12-31T00:00:00Z,,
3354,NPKJ.J,0.0165,2000-12-31T00:00:00Z,,
3355,NPKJ.J,0.0153,2000-12-31T00:00:00Z,,
3356,NPKJ.J,0.0038,2000-12-31T00:00:00Z,,
3357,NPKJ.J,0.0022,2000-12-31T00:00:00Z,5000313307,
3358,NPKJ.J,0.001,2000-12-31T00:00:00Z,4298409344,
3359,NPKJ.J,0.0,1999-08-31T00:00:00Z,5001196246,
3360,NPKJ.J,0.0,1999-09-30T00:00:00Z,5000071982,
3361,NPKJ.J,59.4519,1999-09-30T00:00:00Z,,
3362,NPKJ.J,16.3103,1999-11-30T00:00:00Z,5000854298,
3363,NPKJ.J,6.0882,1999-11-30T00:00:00Z,4297902883,
3364,NPKJ.J,2.1781,1999-11-30T00:00:00Z,,
3365,NPKJ.J,0.393,1999-12-31T00:00:00Z,,
3366,NPKJ.J,0.317,1999-09-30T00:00:00Z,48471687286,
3367,NPKJ.J,0.008,1999-12-31T00:00:00Z,,
3368,NPKJ.J,0.0035,1999-12-31T00:00:00Z,,
3369,NPKJ.J,0.0,1999-08-31T00:00:00Z,5001196246,
3370,NPKJ.J,0.0,1999-09-30T00:00:00Z,5000071982,
3371,NPKJ.J,,,,
3372,NPKJ.J,,,,
3373,NPKJ.J,,,,
3374,NPKJ.J,,,,
3375,NPKJ.J,,,,
3376,NPKJ.J,,,,
3377,NPKJ.J,,,,
3378,NPKJ.J,59.4612,1998-09-30T00:00:00Z,,
3379,NPKJ.J,9.0575,1998-08-03T00:00:00Z,5000854298,
3380,NPKJ.J,4.1134,1998-08-03T00:00:00Z,4297902883,
3381,NPKJ.J,1.8916,1998-08-03T00:00:00Z,,
3382,NPKJ.J,0.3279,1998-09-30T00:00:00Z,48471687286,
3383,NPKJ.J,0.0171,1998-12-31T00:00:00Z,5000071982,
3384,NPKJ.J,0.0035,1998-12-31T00:00:00Z,,
3385,NPKJ.J,0.0023,1998-06-30T00:00:00Z,,
3386,NPKJ.J,,,,
3387,NPKJ.J,,,,
3388,NPKJ.J,,,,
3389,NPKJ.J,,,,
3390,NPKJ.J,,,,
3391,NPKJ.J,,,,
3392,NPKJ.J,,,,
3393,NPKJ.J,,,,
3394,NPKJ.J,,,,
3395,NPNJn.J,35.16,2000-12-31T00:00:00Z,5000854298,South Africa
3396,NPNJn.J,11.25,2000-12-31T00:00:00Z,4297902883,
3397,NPNJn.J,1.15,2000-12-31T00:00:00Z,4297636693,
3398,NPNJn.J,0.75,2000-12-31T00:00:00Z,,
3399,NPNJn.J,0.28,2000-12-31T00:00:00Z,4298409344,
3400,NPNJn.J,0.1445,2000-12-31T00:00:00Z,,
3401,NPNJn.J,0.0822,2000-09-30T00:00:00Z,,
3402,NPNJn.J,0.04,2000-12-31T00:00:00Z,,
3403,NPNJn.J,0.0293,2000-12-31T00:00:00Z,,
3404,NPNJn.J,0.0066,2000-12-31T00:00:00Z,5000313307,
3405,NPNJn.J,0.0049,2000-12-31T00:00:00Z,,
3406,NPNJn.J,0.0,2000-03-31T00:00:00Z,,
3407,NPNJn.J,0.0,2000-12-31T00:00:00Z,5000036827,
3408,NPNJn.J,0.0,2000-09-30T00:00:00Z,5000051932,
3409,NPNJn.J,0.0,1999-03-31T00:00:00Z,,
3410,NPNJn.J,,,,
3411,NPNJn.J,,,,
3412,NPNJn.J,23.41,1999-09-30T00:00:00Z,5000854298,
3413,NPNJn.J,15.03,1999-09-30T00:00:00Z,4297902883,
3414,NPNJn.J,0.87,1999-09-30T00:00:00Z,,
3415,NPNJn.J,0.3,1999-12-31T00:00:00Z,4298409344,
3416,NPNJn.J,0.0775,1999-12-31T00:00:00Z,,
3417,NPNJn.J,0.08,1998-03-31T00:00:00Z,,
3418,NPNJn.J,0.0233,1999-12-31T00:00:00Z,,
3419,NPNJn.J,0.0058,1999-12-31T00:00:00Z,,
3420,NPNJn.J,0.0,1999-03-31T00:00:00Z,,
3421,NPNJn.J,,,,
3422,NPNJn.J,,,,
3423,NPNJn.J,,,,
3424,NPNJn.J,,,,
3425,NPNJn.J,,,,
3426,NPNJn.J,,,,
3427,NPNJn.J,,,,
3428,NPNJn.J,,,,
3429,NPNJn.J,30.01,1998-08-03T00:00:00Z,5000854298,
3430,NPNJn.J,2.81,1998-08-03T00:00:00Z,4297902883,
3431,NPNJn.J,1.21,1998-12-31T00:00:00Z,,
3432,NPNJn.J,0.08,1998-03-31T00:00:00Z,,
3433,NPNJn.J,0.0034,1998-06-30T00:00:00Z,,
3434,NPNJn.J,0.0,1997-09-30T00:00:00Z,,
3435,NPNJn.J,0.0,1997-12-31T00:00:00Z,,
3436,NPNJn.J,,,,
3437,NPNJn.J,,,,
3438,NPNJn.J,,,,
3439,NPNJn.J,,,,
3440,NPNJn.J,,,,
3441,NPNJn.J,,,,
3442,NPNJn.J,,,,
3443,NPNJn.J,,,,
3444,NPNJn.J,,,,
3445,NPNJn.J,,,,
3446,NRDJ.J^D14,,,,
3447,NTCJ.J,33.73,2000-12-31T00:00:00Z,5000854298,South Africa
3448,NTCJ.J,7.67,2000-12-31T00:00:00Z,4297902883,
3449,NTCJ.J,3.86,2000-12-31T00:00:00Z,5055412002,
